DISTRESS.1 DISTRESS.2 BLACK NBHISP GRADE SLFHLTH SLFWGHT WORKHARD GOODQUAL PHYSFIT PROUD LIKESLF ACCEPTED FEELLOVD DIET 
1.00 0.93 0 0  9 3 4 1 2 2 1 2 2 1 1
0.84 0.97 0 0  9 2 3 3 2 2 2 3 2 2 0
0.74 2.07 0 0 10 2 4 2 2 3 2 2 2 2 0
0.58 1.04 0 0 11 3 5 3 2 3 2 3 3 2 1
0.89 0.77 0 0 10 2 4 2 2 2 2 2 4 2 1
0.37 0.65 0 0 11 2 3 1 2 2 2 2 2 2 0
1.21 0.96 0 0  8 2 4 2 1 2 1 2 2 1 0
0.32 0.47 0 0 10 3 2 2 2 3 2 2 3 2 0
0.11 0.51 1 0 10 1 3 2 1 1 1 1 1 1 0
0.74 0.92 0 1 11 2 3 2 2 2 1 1 1 1 1
0.53 0.52 1 0 11 3 4 1 2 4 2 1 2 1 0
0.26 0.22 0 0  8 1 3 2 2 2 1 1 1 2 0
0.95 0.71 0 0  8 2 3 3 2 1 2 2 1 1 1
0.05 0.37 0 0  7 1 3 2 1 3 1 1 3 2 0
0.89 0.59 1 0 11 2 5 1 1 2 1 2 2 1 1
0.84 1.31 0 0 10 2 3 2 2 2 2 3 3 1 0
0.74 0.60 0 0  7 2 3 2 2 1 2 2 2 2 0
0.53 1.18 1 0 10 2 3 2 2 2 2 1 2 1 0
1.11 1.89 0 0  8 2 2 2 5 1 5 2 4 5 0
0.47 1.06 0 0 11 2 3 1 2 2 2 1 3 2 0
0.68 0.53 1 0 11 3 3 2 2 2 2 2 2 1 0
1.05 0.78 0 0 11 2 3 3 2 4 2 3 2 1 0
0.16 0.29 0 0 10 2 5 3 2 3 2 1 4 2 0
0.21 0.51 1 0  8 1 3 2 2 2 1 1 1 2 0
0.11 0.21 0 0  8 3 3 2 2 3 2 2 3 2 0
0.42 0.42 0 0  8 1 3 1 1 2 1 2 1 1 0
0.26 0.38 1 0  8 3 4 3 2 4 2 3 2 2 1
0.37 0.86 0 0 10 4 4 2 2 4 2 2 4 2 0
0.63 0.59 0 0  7 3 3 2 2 2 2 3 2 2 0
1.16 1.31 0 1  7 3 3 2 2 1 2 2 3 3 0
0.21 0.00 1 0  7 2 3 3 2 2 3 1 2 2 0
0.42 0.19 1 0  9 2 4 3 2 2 2 1 2 2 0
0.53 0.42 0 0  9 1 3 1 1 2 1 1 1 1 0
0.84 1.10 0 0  7 4 3 4 2 4 2 2 1 2 0
0.53 1.53 1 0  8 3 3 2 2 2 2 2 3 2 0
0.47 0.26 0 0  9 2 3 3 2 3 3 2 2 2 0
1.84 1.60 0 0  9 4 2 3 3 4 4 3 3 3 0
0.47 1.00 0 0  9 1 3 2 2 1 3 2 1 2 0
1.37 1.50 0 1  9 4 2 3 1 2 2 2 2 2 0
0.21 0.24 0 0 11 2 3 2 1 1 1 2 2 2 0
0.26 0.28 0 0  8 2 3 4 2 3 2 4 3 3 0
1.00 0.69 0 0 10 2 4 2 2 2 3 5 3 2 1
0.79 1.32 0 0 10 2 2 4 2 1 1 2 1 1 0
1.00 0.89 0 0 11 3 3 2 1 2 2 2 1 2 0
0.58 0.23 0 0 11 2 3 2 2 2 1 2 2 2 0
1.16 0.54 0 0 11 1 3 1 2 2 1 1 1 1 0
0.74 0.20 0 1 10 1 3 2 1 1 1 2 1 2 1
1.11 0.02 0 0  7 1 3 1 2 2 2 2 3 3 0
0.42 0.42 1 0  7 1 3 1 1 1 1 1 1 1 0
0.47 0.73 0 0  9 1 5 2 1 2 1 2 2 1 1
1.32 0.24 0 0  9 3 3 4 3 3 2 3 3 2 0
0.95 1.02 0 0  8 2 2 2 2 1 2 4 2 2 0
0.42 0.30 0 0  8 3 4 2 1 2 1 1 1 1 0
1.11 1.25 0 0 10 2 3 3 3 4 3 3 3 2 1
0.05 0.00 0 0  7 2 3 3 1 1 1 1 1 1 0
0.26 0.65 0 0  9 2 3 2 2 2 2 2 5 4 0
0.21 0.63 1 0 11 2 3 2 1 2 2 2 4 2 0
0.16 0.08 0 0 11 1 3 2 1 2 1 1 2 1 0
0.68 0.20 0 1 11 2 3 1 2 2 1 1 1 1 1
0.00 0.04 0 1 11 1 3 1 1 2 1 1 1 1 0
0.74 0.48 0 1  9 3 3 1 2 3 2 2 2 3 0
0.95 0.45 1 0  7 2 3 3 2 2 2 4 3 4 0
0.32 0.09 1 0  7 2 3 2 1 2 1 1 1 1 0
1.63 0.67 0 0  9 2 2 3 3 2 3 3 4 3 0
0.95 0.46 1 0 10 2 4 1 2 2 2 2 2 1 1
0.37 0.17 0 0  7 1 4 2 1 2 1 1 2 1 0
1.11 1.23 0 0 10 1 4 1 2 2 1 2 2 2 0
0.74 0.80 0 0 10 1 3 1 2 1 1 2 2 1 0
0.11 0.56 0 1  9 1 3 1 1 1 1 1 1 1 0
0.21 0.02 0 0 11 3 3 2 1 2 1 3 1 1 0
1.05 1.45 0 0 10 1 2 1 3 2 2 3 2 2 0
0.68 1.15 0 0 11 2 4 1 2 2 1 2 1 1 0
0.42 0.19 0 0  9 1 3 1 1 1 2 1 2 2 1
0.84 0.61 0 0  9 2 4 1 1 2 1 1 1 1 1
0.74 0.88 0 0  8 2 2 3 2 3 1 1 2 2 0
0.32 0.82 0 0  8 3 3 2 1 2 1 1 2 2 0
0.68 0.82 0 0 10 3 3 1 2 2 3 1 4 3 0
1.21 0.68 1 0 11 3 3 2 2 3 3 4 2 2 0
0.42 0.83 0 1  7 1 4 1 2 3 1 2 2 1 0
0.68 2.16 1 0  8 3 4 2 2 2 3 3 4 3 1
0.16 0.02 0 0  8 1 3 2 1 2 1 1 1 1 0
0.42 0.44 0 0  9 4 3 2 2 2 2 2 2 2 0
0.42 0.32 0 0  9 4 3 2 2 3 2 2 1 1 0
0.79 0.55 0 0  7 3 2 3 1 2 2 1 4 2 0
0.84 0.25 0 0  7 2 3 2 2 2 2 2 4 2 0
0.58 0.45 0 0 10 2 2 2 2 3 2 2 4 2 0
0.47 1.12 1 0 10 4 2 3 3 3 2 1 4 4 0
0.53 0.54 0 0  8 2 2 2 1 2 2 2 1 2 0
0.37 0.64 0 0  9 1 4 1 2 2 2 2 2 1 0
0.21 0.28 1 0  7 3 3 2 1 1 1 1 1 1 1
0.37 0.25 0 1 11 3 4 3 2 3 1 2 2 1 1
0.47 2.10 0 0  7 2 2 5 2 3 1 1 1 2 0
1.32 2.05 0 1  7 2 4 3 2 4 2 4 3 2 0
0.74 0.60 0 0 11 3 3 2 1 4 2 4 2 2 1
0.79 1.03 1 0  8 3 3 2 1 4 2 2 4 2 0
0.33 0.08 0 0  8 2 3 1 2 2 3 2 3 3 0
1.26 1.33 0 1 11 3 4 2 2 4 2 3 5 3 1
0.21 0.21 0 0  7 1 3 2 1 2 1 2 2 1 0
0.37 0.48 0 0  7 1 3 3 2 2 1 2 1 2 0
0.05 0.29 0 0 10 2 4 1 2 3 2 2 3 2 0
0.63 0.47 0 0 10 1 3 2 2 2 2 3 2 2 0
0.37 2.25 0 0  8 3 2 4 2 2 2 1 3 2 1
0.32 0.09 0 0  7 2 3 1 2 2 2 2 1 1 0
1.26 2.49 1 0 10 4 4 2 2 5 3 4 4 2 0
0.11 0.40 0 0 10 2 4 2 2 2 1 1 2 2 0
0.26 0.23 0 0  7 1 4 3 1 1 1 1 2 1 0
0.32 0.67 1 0  7 2 3 2 1 1 1 1 1 1 0
0.79 0.45 0 1 10 1 3 1 1 2 1 2 1 1 0
0.95 0.75 0 0 10 1 3 1 2 3 2 3 2 2 0
0.84 0.35 0 0  7 2 4 1 2 3 3 5 4 3 0
1.00 2.02 1 0 10 2 2 2 2 2 3 2 3 3 0
0.53 0.03 0 0  7 2 4 2 2 2 1 2 2 1 0
0.84 0.59 0 0 10 2 3 1 3 2 3 4 2 3 0
0.79 1.03 0 0 10 3 4 2 2 3 3 4 4 3 0
1.16 1.87 0 1  7 3 3 3 3 5 4 5 4 4 0
1.21 0.46 1 0 11 3 3 2 2 3 2 2 4 3 0
0.68 0.32 1 0 11 2 3 1 2 1 1 1 2 2 0
0.58 0.35 0 0  7 4 3 1 2 2 1 1 1 2 0
0.32 0.10 0 0  7 1 4 1 1 2 1 1 2 1 1
1.63 1.36 1 0  9 3 4 1 3 4 1 3 4 3 0
0.63 0.02 0 0  9 3 3 2 2 3 2 2 2 2 1
0.68 0.93 1 0  8 2 4 3 1 2 1 2 1 1 0
0.26 0.42 0 0 11 3 3 3 2 2 2 1 2 2 0
0.79 0.54 0 0 10 3 4 2 2 2 2 3 3 2 1
2.26 1.92 1 0 10 4 4 4 2 3 2 4 3 3 0
0.26 0.43 0 0  7 3 4 2 1 3 1 3 2 1 1
0.21 0.21 1 0 11 3 3 2 2 2 1 2 1 1 0
0.21 0.42 0 0 10 2 4 2 2 3 2 2 3 4 0
1.11 0.79 1 0  9 1 3 2 1 1 1 1 1 1 0
0.58 0.48 1 0 11 3 3 1 2 2 1 2 2 2 0
0.32 0.65 0 0  7 3 4 2 2 2 3 1 3 2 0
0.47 0.27 0 0  8 3 4 2 2 2 2 2 2 1 0
0.42 0.66 1 0  9 1 3 4 2 2 2 2 2 2 0
0.89 0.64 0 1 11 3 4 3 2 2 2 1 2 1 1
1.11 1.44 1 0 11 3 3 1 2 4 2 2 2 2 0
0.42 0.39 0 0  7 1 3 2 1 2 1 1 2 1 0
0.84 0.54 0 0  7 1 3 2 1 1 1 1 1 1 1
0.84 0.77 0 0 10 3 3 4 2 3 2 3 3 1 0
1.89 1.72 1 0 11 4 2 2 2 3 2 2 3 2 0
1.74 0.95 0 0  9 3 4 4 1 4 1 4 3 1 1
0.16 0.17 1 0  9 2 4 2 2 2 1 2 3 2 0
0.16 0.30 1 0  8 1 2 2 2 2 1 1 1 1 0
0.63 0.64 0 0  8 2 3 3 2 2 1 2 1 1 0
0.42 0.93 0 0 11 2 3 3 1 1 2 3 3 4 0
0.42 0.24 0 0  7 1 3 2 1 1 1 1 2 1 0
1.00 1.62 0 0  9 3 3 2 2 3 3 2 1 1 0
0.26 0.05 0 1 10 1 3 1 2 1 1 2 1 1 0
1.47 1.56 0 1 11 1 3 1 3 3 3 4 2 3 0
0.26 0.47 0 1 11 1 3 2 2 3 3 4 2 2 0
0.84 0.35 0 0  8 3 4 2 1 2 1 2 1 1 1
1.16 0.79 0 0  7 4 3 4 2 5 3 5 4 4 0
0.16 0.31 0 0  9 1 3 2 2 2 2 2 2 2 0
0.42 0.74 0 0 10 1 3 2 1 1 1 2 1 1 0
0.32 0.33 0 0 11 2 3 4 2 2 2 2 3 2 0
0.26 0.23 0 0 11 1 3 2 1 1 1 2 1 1 0
0.74 0.81 0 0  9 2 3 1 1 1 1 2 2 2 0
0.74 0.27 0 0  8 4 3 2 3 4 2 2 2 2 0
1.16 0.75 0 0  7 3 4 2 1 3 1 2 2 1 0
1.16 1.14 1 0  7 3 3 1 3 2 2 2 2 3 0
0.37 0.28 0 0 11 1 2 5 2 1 2 1 2 2 0
0.11 0.10 0 0  7 1 3 1 2 3 1 2 1 1 0
0.21 0.01 0 1 11 4 4 2 3 4 2 2 3 3 0
0.05 0.44 1 0  8 2 4 1 1 2 1 2 1 1 0
0.21 0.07 0 1 11 2 3 1 2 3 2 2 1 1 0
0.47 0.25 0 0  9 2 4 1 2 3 2 3 2 2 0
1.16 0.02 1 0 10 1 2 5 3 2 2 2 2 2 0
1.05 0.90 0 1  8 2 3 2 2 1 2 1 1 1 0
0.37 0.62 0 0  7 1 1 2 1 1 1 1 1 1 0
0.16 0.13 0 0 10 2 3 1 1 2 2 2 1 1 0
0.00 0.16 0 0  7 2 2 3 1 1 1 1 1 1 0
0.26 0.52 0 0  8 2 4 1 3 3 3 3 2 2 1
1.26 1.41 0 1  9 2 4 3 2 3 2 2 2 2 0
0.26 0.51 0 0  9 2 2 4 2 3 2 2 1 1 0
0.95 1.37 0 1  9 4 3 2 2 3 2 4 2 5 0
0.37 0.25 0 0  7 1 3 1 1 1 1 2 1 1 0
0.11 0.24 0 0 10 2 4 2 2 2 2 2 2 2 0
0.00 0.23 1 0  9 1 4 1 1 1 1 1 2 1 0
1.84 0.19 0 0 10 2 3 3 3 4 4 3 4 3 0
0.26 0.11 0 1 10 1 4 2 2 1 1 1 1 1 1
0.37 0.39 0 0 10 2 3 1 2 2 2 2 3 2 0
0.26 0.72 0 1  8 2 3 2 1 3 2 1 2 2 0
0.68 0.66 0 1  9 3 3 2 1 4 3 4 3 2 0
0.26 0.04 0 0  8 3 5 4 4 5 4 4 4 3 1
1.16 1.77 0 1 10 3 4 2 2 4 3 4 4 4 0
0.58 1.56 0 0 10 1 5 4 2 3 2 2 2 2 1
0.42 0.47 0 1 10 2 3 2 1 3 1 2 1 1 1
1.16 0.17 0 0  7 2 2 2 2 3 2 3 4 2 0
0.42 0.39 0 0  9 2 3 1 1 2 1 2 2 1 0
0.26 0.39 0 0  9 2 3 2 1 2 2 1 2 1 0
0.42 0.46 0 0 10 3 3 1 2 2 2 3 2 2 1
0.47 0.37 0 0  7 1 2 2 1 1 1 1 1 1 0
0.53 1.63 0 0 11 4 5 1 4 4 4 5 4 5 1
0.95 1.22 0 0  7 2 3 3 2 3 4 3 3 2 0
0.74 2.35 0 1 11 2 3 2 3 4 2 4 5 5 0
0.63 0.42 0 0  7 1 1 2 2 2 1 1 1 2 0
0.53 0.82 0 0  8 1 3 3 1 1 1 1 1 1 0
2.05 1.50 0 1 10 3 3 3 2 4 3 5 4 3 0
0.37 0.16 0 0  8 1 3 1 2 2 2 2 3 1 0
0.26 0.38 0 0  7 1 4 2 2 3 3 2 2 2 1
0.79 0.90 0 0  8 2 5 1 1 2 1 3 2 1 0
1.64 2.03 0 0 11 3 3 2 3 2 2 2 4 2 0
0.58 0.76 1 0  8 2 3 4 2 2 2 2 4 2 0
0.53 0.81 0 0  9 1 2 1 1 1 1 1 2 1 0
0.32 0.34 0 1 10 1 3 1 2 2 2 3 2 2 0
0.37 0.39 0 0  7 2 4 4 2 2 3 3 2 2 1
0.89 0.59 0 1  8 3 3 2 2 3 2 2 1 2 0
0.26 0.53 0 0  8 1 2 3 1 2 1 1 2 2 0
0.58 0.41 0 1 11 2 4 3 2 3 2 4 3 3 1
2.05 0.89 0 1 10 3 4 4 4 4 4 4 4 4 0
0.84 0.45 0 0 11 2 4 1 1 2 2 1 3 2 0
0.42 0.82 0 1  9 2 4 1 2 3 2 2 3 2 0
1.05 0.78 0 0 11 2 3 2 2 1 2 2 2 3 0
1.11 0.59 0 1  9 3 3 3 3 2 2 3 3 2 0
0.47 0.77 0 0  8 2 4 2 2 2 1 2 2 2 0
0.74 0.63 0 1  9 2 4 3 1 2 1 2 1 1 1
0.00 0.16 0 0  8 2 3 1 2 2 1 1 1 1 0
0.47 0.65 1 0  9 3 4 3 2 3 2 2 3 2 0
0.95 0.76 1 0 11 2 3 3 2 2 2 2 2 2 0
1.47 1.80 1 0 11 3 5 3 1 2 1 1 2 2 0
0.95 0.79 0 0 10 1 4 2 2 4 2 2 4 2 0
0.68 0.50 0 0  9 1 3 2 2 2 2 3 1 3 0
0.32 0.48 0 0  9 4 3 3 2 4 2 1 4 2 0
0.16 0.45 1 0 10 3 3 2 3 3 2 3 2 2 0
1.00 0.09 0 0  9 3 5 2 3 4 2 4 2 2 1
0.21 0.23 0 0  7 2 1 2 1 1 1 1 2 1 0
0.58 0.60 0 0 11 2 2 1 1 1 2 1 1 2 0
0.26 0.34 0 1 11 2 3 2 2 2 1 2 1 1 0
0.32 0.02 0 0  8 4 4 2 1 3 1 2 1 1 0
0.16 0.70 0 1  7 4 4 3 3 4 3 3 4 4 0
1.05 0.45 0 1 10 1 4 2 2 2 2 2 1 2 0
0.53 1.07 0 1  8 4 3 4 2 3 3 2 2 1 0
0.95 0.42 0 1 11 3 3 1 2 3 2 4 3 2 0
0.21 0.24 0 1 11 2 3 1 2 2 2 2 3 2 0
0.53 0.43 0 0  7 3 3 3 2 3 2 1 1 2 1
0.47 0.40 0 0 11 3 3 1 3 3 3 2 2 3 0
0.58 0.45 1 0  8 2 2 2 2 2 2 1 2 2 0
0.42 0.18 0 1  7 2 4 2 1 2 1 1 1 1 1
0.58 0.26 0 0  8 2 3 3 3 3 2 2 5 3 0
0.26 1.41 0 0  9 4 3 3 3 4 4 4 5 5 0
0.26 0.07 0 0 10 2 3 2 1 2 1 1 2 2 0
0.74 0.40 0 0 11 3 4 3 2 4 2 4 1 2 1
0.47 0.58 0 0  9 3 3 2 2 3 1 3 1 1 0
1.00 0.75 0 0  7 2 4 4 2 4 2 2 3 2 0
0.84 0.82 0 0  8 1 5 2 2 2 2 2 4 2 1
0.53 0.29 1 0 10 2 4 1 1 3 1 2 1 2 1
0.47 0.36 1 0  7 1 1 4 1 2 1 2 2 2 0
0.79 1.41 1 0  7 3 1 2 1 1 2 1 1 1 0
1.47 0.92 0 0 11 3 4 4 2 3 2 1 3 3 0
1.11 1.31 1 0  8 2 3 3 2 3 2 4 1 2 1
0.74 0.73 0 0 10 3 4 2 2 3 2 2 3 2 0
0.63 0.62 0 1 11 3 3 3 1 3 3 2 2 1 0
1.21 0.10 0 0  7 4 5 3 2 4 2 2 1 2 1
0.53 0.15 1 0  9 2 4 2 2 2 2 4 2 1 0
1.42 0.56 0 0 10 2 3 1 1 1 1 2 1 1 0
0.32 0.21 0 1 11 1 2 2 1 2 2 2 1 2 0
0.32 0.27 0 0  7 1 2 2 2 2 1 1 2 2 0
0.84 0.03 0 0  9 3 4 1 2 3 2 2 1 1 1
0.26 0.43 0 0  8 1 3 1 1 1 2 2 2 1 0
0.47 0.47 1 0  9 1 3 3 2 3 2 2 3 2 0
0.42 0.54 0 0 10 1 4 2 1 2 1 2 2 1 0
1.05 1.46 1 0  9 2 4 1 2 4 2 4 3 2 0
0.58 1.51 0 0 10 2 3 3 2 1 2 2 2 3 0
0.74 0.53 1 0 10 4 4 1 1 2 1 1 2 2 1
0.37 0.54 0 0 11 2 3 4 1 2 3 4 1 2 0
1.58 1.37 0 0 11 3 4 2 3 4 3 4 4 5 0
0.58 1.04 0 0  9 3 4 2 2 2 2 3 1 2 0
0.84 0.45 0 0 10 2 3 3 3 4 2 4 3 3 1
0.05 0.08 0 0  9 1 4 2 1 2 1 1 1 1 0
0.79 1.06 1 0  9 2 4 3 2 4 2 2 2 3 0
0.58 0.57 1 0 10 1 3 2 1 1 1 1 1 1 0
0.84 1.18 1 0 11 2 3 2 1 2 1 1 1 1 0
0.68 0.39 1 0 11 3 4 1 2 3 2 3 4 2 0
1.00 0.82 0 0 10 3 4 2 2 2 2 2 1 2 1
1.05 0.46 0 0  8 3 1 2 2 2 2 3 1 2 0
1.26 1.60 0 0 11 3 4 3 2 4 2 1 4 2 0
0.84 1.35 0 0 11 3 5 2 2 2 2 4 2 3 1
0.16 0.31 0 1 10 1 4 2 1 2 1 2 1 1 1
0.63 1.37 0 0 10 2 3 1 3 2 2 3 2 1 0
0.32 0.86 0 1  8 1 3 4 1 2 1 2 1 3 0
0.37 0.48 0 1 11 2 4 2 2 4 3 3 2 1 1
0.21 0.12 0 0 11 4 3 2 1 1 1 2 1 1 0
0.63 0.41 1 0 10 1 4 1 2 2 2 2 2 2 0
1.11 0.97 0 0 11 2 2 3 1 2 1 1 3 1 0
0.68 0.83 1 0  9 1 3 3 1 1 2 1 2 1 0
0.68 0.24 0 0  9 1 3 2 1 1 1 2 1 2 0
0.84 0.13 0 0 10 2 3 1 2 3 2 4 3 2 0
1.21 0.23 0 1 10 2 3 2 2 1 2 2 2 2 1
0.79 0.91 1 0  9 1 4 2 1 2 1 2 2 1 0
0.58 0.49 1 0 11 1 4 2 1 2 1 1 1 1 0
0.47 0.32 0 0  9 3 3 1 2 2 2 3 2 2 0
1.00 1.18 0 1  9 3 4 3 3 4 4 4 5 3 0
0.00 0.03 0 0  7 3 4 1 1 2 1 1 1 1 0
0.47 0.33 0 0 10 3 3 1 2 2 2 2 2 1 1
0.16 0.42 1 0 11 2 4 3 3 4 3 4 5 4 0
1.32 0.85 0 0 11 3 4 1 2 3 1 3 3 1 1
0.05 0.29 0 1  9 1 3 1 1 2 1 1 1 1 0
0.42 0.19 0 0  9 1 2 2 1 2 1 2 1 2 0
0.79 0.67 0 0  7 2 4 2 2 2 2 3 1 1 1
0.16 0.05 0 0 11 1 3 1 1 1 1 1 1 1 0
1.58 1.17 1 0 11 3 3 1 2 2 2 2 3 2 0
0.74 1.05 0 1  7 3 5 2 1 2 2 4 1 2 0
0.63 0.53 0 0 10 3 3 2 3 2 2 1 1 1 0
0.00 0.03 0 0  8 1 1 1 1 1 1 1 1 1 0
0.63 0.87 0 1  7 1 3 2 2 3 2 4 1 1 0
0.84 0.02 1 0 11 1 3 2 2 2 2 2 2 1 0
0.32 1.37 1 0  8 3 3 2 1 1 1 1 1 1 0
0.47 0.26 0 0  8 2 3 2 2 2 2 1 2 2 0
0.84 0.80 0 0 10 3 3 2 1 3 1 2 1 1 0
0.37 0.79 1 0  7 3 2 1 2 1 1 1 1 1 0
0.11 0.07 0 0  7 3 3 1 1 1 1 2 1 1 0
0.26 0.62 0 0  7 1 4 3 2 1 2 3 3 2 1
0.89 0.04 0 1  9 4 4 2 2 2 2 1 2 1 0
0.05 0.33 0 0  7 2 3 1 2 2 2 3 4 2 1
2.00 0.65 0 0  8 2 4 1 2 2 2 4 4 4 0
0.26 0.20 0 0 11 2 4 3 1 2 2 1 1 2 0
0.95 0.86 1 0 11 1 4 3 1 5 2 3 2 2 0
0.74 0.33 0 0 11 3 2 3 2 2 2 2 3 1 1
0.95 1.13 0 0  9 2 3 2 2 3 2 2 3 2 1
0.16 0.25 0 0  7 1 5 4 2 1 2 3 3 2 1
0.74 0.71 1 0  7 3 3 3 2 3 2 1 4 2 0
0.32 0.35 1 0 11 3 4 1 1 2 1 1 3 1 1
0.05 0.09 0 0 11 1 3 3 1 1 1 2 1 1 0
0.74 0.25 1 0  7 4 4 1 2 3 1 1 2 1 0
0.95 1.15 1 0  8 2 3 2 1 2 1 1 1 1 0
0.47 0.61 0 1 10 4 4 2 2 4 2 3 3 2 1
0.58 0.63 0 1  8 3 4 2 2 3 2 1 2 2 1
0.74 0.19 1 0 11 3 2 2 2 3 3 2 3 2 0
0.21 0.21 0 0  8 2 2 1 1 1 1 1 1 1 0
0.63 0.60 0 1  8 2 2 2 2 2 2 1 2 2 0
1.42 0.55 0 0 11 3 4 2 5 4 4 5 5 4 0
1.37 1.55 0 0 10 2 3 3 2 2 2 3 3 2 0
0.84 1.68 0 0  8 2 4 2 2 3 2 3 3 2 0
1.16 0.35 0 0 11 2 2 4 2 2 3 2 2 2 0
1.11 1.10 1 0  9 3 4 1 2 3 2 2 3 1 0
0.53 0.30 0 0 11 2 3 1 1 1 1 1 1 2 0
0.53 0.76 0 1 11 3 3 1 1 4 1 2 2 2 0
0.89 1.46 0 0 11 2 3 2 2 2 3 3 3 2 0
1.05 0.94 0 0 11 2 3 2 1 3 1 2 2 1 0
0.53 0.49 0 0  8 2 3 1 2 2 1 2 2 2 0
0.63 0.61 0 0 11 3 3 2 2 4 2 2 2 2 0
0.26 0.23 0 1  7 2 3 2 1 2 1 1 3 2 0
0.26 0.17 1 0 10 4 4 2 3 4 2 2 2 2 0
0.53 1.68 0 0 11 2 3 1 3 4 3 3 4 3 0
2.84 2.13 0 0 10 2 4 1 2 3 2 4 3 2 1
0.42 0.43 0 0  7 3 4 2 1 3 1 1 2 1 1
0.74 0.47 0 0 10 3 3 1 2 2 4 2 4 3 0
2.16 1.56 0 0  7 3 3 5 2 3 2 2 2 1 1
0.32 0.41 0 0  8 1 2 2 1 1 1 1 1 1 0
0.26 1.12 0 0 11 1 5 5 2 4 3 5 4 4 1
0.26 0.34 1 0  7 2 3 2 1 2 1 1 1 1 0
0.58 0.94 0 0  8 3 4 2 1 4 1 4 2 2 1
0.32 0.74 0 0 10 3 3 4 2 2 2 2 2 2 0
0.58 1.06 1 0 11 1 4 1 2 3 2 2 3 2 1
1.95 0.83 0 0  9 1 3 3 2 2 2 2 2 2 0
0.84 0.41 0 0 11 1 5 5 2 3 3 4 4 3 1
0.42 0.29 0 0 10 4 5 3 2 3 2 2 4 2 1
0.42 0.46 0 0 11 3 4 2 2 3 3 2 3 3 0
0.74 1.20 0 0 11 3 3 2 2 4 3 3 4 5 1
0.32 0.37 1 0  9 2 2 1 1 1 1 2 1 2 0
0.95 0.82 0 0  9 3 3 2 3 3 3 1 1 4 0
0.53 1.14 0 0  7 3 3 2 4 3 3 5 3 4 0
0.53 1.00 0 0  9 2 2 3 2 1 1 2 5 2 0
0.58 0.71 0 1 11 3 3 1 1 2 1 1 1 2 1
0.95 1.21 1 0 11 2 3 2 2 2 2 2 2 3 0
0.58 0.83 0 0  9 1 3 3 3 3 2 2 2 1 0
1.05 2.38 0 0 11 3 4 3 2 5 2 2 3 3 0
0.11 0.18 0 0 11 1 3 1 1 1 1 1 2 1 0
0.37 0.44 0 0 10 2 4 1 1 2 1 2 1 1 1
0.84 1.08 0 0  9 2 3 2 2 2 2 1 2 1 0
0.37 0.16 1 0 10 1 3 2 1 1 1 2 1 1 0
0.32 0.74 0 0 10 2 4 1 2 1 2 1 3 2 1
0.42 0.31 1 0  7 2 4 2 1 2 1 1 2 1 0
1.84 1.21 1 0 10 3 3 1 2 3 1 2 2 1 0
1.11 0.29 0 0  9 3 3 2 2 2 2 2 4 4 0
0.37 0.49 0 0  8 2 1 2 1 2 1 1 1 1 0
0.11 0.23 1 0  9 2 4 2 1 1 1 1 1 1 0
0.74 0.72 1 0  8 4 4 2 2 3 2 2 3 2 0
0.32 0.14 0 0  7 1 3 4 2 1 2 2 3 2 0
0.37 0.21 0 0  8 4 5 4 3 4 4 4 4 3 0
0.21 0.59 1 0 10 2 5 2 2 5 3 4 4 3 0
0.53 0.82 1 0 10 2 3 2 1 3 2 2 2 2 0
0.58 0.23 1 0 11 2 2 2 1 4 1 1 2 1 0
0.53 0.31 0 0 11 2 4 1 2 3 2 2 3 2 0
1.16 0.05 0 0 11 3 5 2 3 4 3 5 3 4 1
0.11 0.09 0 1  8 1 5 1 2 3 2 2 2 1 1
0.47 0.99 0 0  9 3 4 1 2 4 3 2 2 1 1
0.47 0.76 0 0 11 3 1 2 1 1 2 1 2 1 0
0.47 0.70 0 0  9 1 3 4 1 1 1 2 2 2 0
1.63 1.41 1 0  7 2 2 2 1 1 1 1 1 1 0
0.53 0.88 0 0 11 2 2 1 1 2 1 3 1 2 0
0.32 0.32 0 0  7 2 3 1 2 2 1 3 1 1 0
0.42 0.19 0 1 11 2 3 2 2 4 2 3 4 2 0
0.68 0.78 1 0 10 3 2 2 1 2 1 1 1 1 0
0.37 0.57 0 0  9 1 3 2 2 2 2 1 2 1 0
0.79 0.22 0 0  7 3 4 1 1 2 1 2 2 2 0
0.21 0.30 0 0 10 1 3 1 1 2 1 1 1 1 0
0.11 0.18 0 0  8 3 4 2 1 2 1 1 1 1 1
0.16 0.19 0 0 11 1 3 2 1 1 1 2 2 1 0
1.84 1.18 1 0 10 2 4 2 2 4 2 3 4 2 1
0.95 0.58 0 0 11 1 3 2 2 2 2 3 2 2 1
0.68 1.08 1 0  8 1 2 2 2 2 2 2 1 1 0
0.47 0.39 0 0 11 2 3 3 2 2 2 1 2 2 0
0.53 0.49 0 0 10 2 3 2 2 2 2 2 2 2 0
0.32 0.67 0 1  7 4 3 4 3 3 3 3 3 4 0
0.47 0.35 0 0 11 1 3 2 2 2 2 2 2 2 0
0.63 0.64 1 0 10 2 2 1 2 2 2 1 2 2 0
0.32 0.14 0 0 11 2 2 1 2 2 1 1 2 1 0
0.74 0.77 0 0 11 2 3 1 2 1 1 2 2 2 0
0.11 0.33 0 0  9 2 3 2 2 2 2 2 2 2 0
